,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
199,secretaria de educacion municipal de popayan,3846,escuela industrial automotriz del cauca,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
200,secretaria de educacion distrito bogota,123,instituto de ingles springfield,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
201,secretaria de educacion municipal de sincelejo,8076,centro de estudios tecnicos de la costa,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
202,secretaria de educacion distrito cartagena,4166,corporacion internacional elyon yireh,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
203,secretaria de educacion distrito bogota,4492,instituto colombo japones,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
204,secretaria de educacion distrito bogota,6819,educacion y tecnologias de informacion,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
205,secretaria de educacion distrito santa marta,8760,corporacion universitaria minuto de dios - uniminuto,47,magdalena,47001,santa marta,privada,no,11.2361,-74.2017
206,secretaria de educacion municipal de yopal,5168,instituto politecnico agroindustrial,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
207,secretaria de educacion municipal de pasto,8500,instituto tecnico automotriz juan bosco,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
208,secretaria de educacion departamental santander,7778,fundacion escuela taller barichara,68,santander,68079,barichara,privada,si,6.6361,-73.2236
209,secretaria de educacion distrito barranquilla,7918,centro de idiomas y formacion laboral tecnidiomas global s.a.s.,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
210,secretaria de educacion municipal de pasto,6766,instituto tecnico sistematizado de nariño - intesnar,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
211,secretaria de educacion municipal de soledad,7580,protecnica s.a.s centro de entrenamiento aeronautico,8,atlantico,8758,soledad,privada,si,10.92,-74.77
212,secretaria de educacion municipal de neiva,4420,centro empresarial y de formaciòn de la camara de comercio de neiva,41,huila,41001,neiva,privada,no,2.9275,-75.2875
213,secretaria de educacion municipal de ipiales,8466,fundacion centro colombiano de educacion integral cencein,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
214,secretaria de educacion municipal de cartago,8874,"centro de estudios tecnicos laborales de colombia -3-1 ""cestelco""",76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
215,secretaria de educacion municipal de cartago,8874,"centro de estudios tecnicos laborales de colombia -3-1 ""cestelco""",76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
216,secretaria de educacion municipal de medellin,2937,politecnico cafor,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
217,secretaria de educacion municipal de turbo,6639,politecnico  colombiano jaime izasa cadavid,5,antioquia,5837,turbo,privada,no,8.0931,-76.7283
218,secretaria de educacion departamental de antioquia,8320,fundacion universitaria catolica del norte,5,antioquia,5858,vegachi,privada,no,6.7731,-74.7994
220,secretaria de educacion departamental risaralda,2008,instituto de sistemas lasan,66,risaralda,66682,santa rosa de cabal,privada,no,4.8672,-75.6211
221,secretaria de educacion municipal de manizales,1275,american business school,17,caldas,17001,manizales,privada,si,5.0661,-75.4847
222,secretaria de educacion departamental magdalena,5245,corporacion tecnica del norte cotecnor ltda,47,magdalena,47288,fundacion,privada,no,10.5172,-74.1922
223,secretaria de educacion departamental huila,5016,escuela de salud maria auxiliadora,41,huila,41298,garzon,privada,no,2.1961,-75.6292
224,secretaria de educacion municipal de buga,8279,instituto de idiomas wayra,76,valle del cauca,76111,guadalajara de buga,privada,no,3.9036,-76.2986
225,secretaria de educacion municipal de pereira,8435,"institucion educativa de negocios en tecnologias de la informacion ""bd guidance institute""",66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
226,secretaria de educacion distrito bogota,8776,instituto colombiano de panaderia y pasteleria,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
227,secretaria de educacion municipal de pereira,2558,centro de capacitacion virtual ltda,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
228,secretaria de educacion municipal de armenia,842,escuela de estetica europea l'esthetique,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
229,secretaria de educacion municipal de armenia,842,escuela de estetica europea l'esthetique,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
230,secretaria de educacion distrito bogota,4247,pontificia universidad javeriana,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
231,secretaria de educacion municipal de buenaventura,3630,"fundacion arte y cultura ""funarte""",76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
232,secretaria de educacion municipal de popayan,4234,parque informatico de ciencia arte y tecnologia carlos alban,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
233,secretaria de educacion departamental casanare,6489,educar orinoquia,85,casanare,85250,paz de ariporo,privada,no,5.8811,-71.8917
234,secretaria de educacion distrito bogota,6757,universidad santo tomas,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
235,secretaria de educacion municipal de medellin,4912,academia antioqueña de aviacion,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
236,secretaria de educacion municipal de buenaventura,8204,instituto tecnico ocupacional san francisco de asis itosafrasi s.a.s.,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
237,secretaria de educacion distrito bogota,367,instituto de formacion integral para el desarrollo humano ifidhu,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
238,secretaria de educacion municipal de medellin,4696,centro de capacitacion laboral y formacion ciudadana - cencala,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
239,secretaria de educacion departamental sucre,2122,"centro de estudios de computacion ""cedecom""",70,sucre,70708,san marcos,privada,no,8.6622,-75.1289
240,secretaria de educacion departamental bolivar,4251,fundaciòn servicio juvenil bosconia caribe,13,bolivar,13673,santa catalina,privada,no,10.6039,-75.2878
241,secretaria de educacion municipal de manizales,6659,bonsua academia,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
242,secretaria de educacion municipal de villavicencio,6373,latin english institute,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
243,secretaria de educacion municipal de cienaga,9278,"instituto nacional centro de sistema ""system center""",47,magdalena,47189,cienaga,privada,no,11.0104,-74.25
244,secretaria de educacion municipal de medellin,7024,organizacion excelencia,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
245,secretaria de educacion departamental nariño,5028,instituto de educacion tecnica inesur,52,nariño,52352,iles,privada,no,0.9706,-77.5208
246,secretaria de educacion departamental cundinamarca,7282,corporacion social para la enseñanza,25,cundinamarca,25126,cajica,privada,no,4.9167,-74.025
247,secretaria de educacion municipal de valledupar,4562,instituto tecnico comfacesar,20,cesar,20001,valledupar,privada,si,10.4603,-73.2597
248,secretaria de educacion municipal de cali,2672,corporacion universitaria autonoma de nariño -aunar,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
249,secretaria de educacion municipal de medellin,8878,adaneva's formadores de belleza y barberia integral,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
250,secretaria de educacion municipal de sogamoso,6575,academia integral de belleza vive,15,boyaca,15759,sogamoso,privada,no,5.7158,-72.9333
251,secretaria de educacion municipal de pasto,1562,universidad cooperativa-sede pasto,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
252,secretaria de educacion municipal de girardot,3836,instituto politecnico nacional  latinoamericano  i.p.l s.a.s,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
253,secretaria de educacion departamental bolivar,4242,(en proceso de cierre) escuela taller santa cruz de mompox,13,bolivar,13468,mompos,oficial,no,9.2419,-74.4267
255,secretaria de educacion municipal de yumbo,9137,innovar soluciones educativas,76,valle del cauca,76892,yumbo,privada,no,3.5778,-76.4944
256,secretaria de educacion municipal de facatativa,4460,"instituto de capacitacion tecnica ""incatec""",25,cundinamarca,25269,facatativa,privada,si,4.8147,-74.3553
257,secretaria de educacion municipal de valledupar,4187,"centro de aprendizaje del ingles ""elc""",20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
258,secretaria de educacion distrito bogota,256,escuela de belleza vanessa,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
259,secretaria de educacion municipal de barrancabermeja,4305,"instituto  tecnico del petroleo de barrancabermeja ""itp"" s.a.s.",68,santander,68081,barrancabermeja,privada,no,7.0675,-73.8472
260,secretaria de educacion departamental de antioquia,8326,fundacion universitaria catolica del norte,5,antioquia,5792,tarso,privada,no,5.865,-75.8225
261,secretaria de educacion distrito bogota,4582,campo alto acesalud,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
262,secretaria de educacion municipal de cartago,1959,"instituto nacional de educacion y capacitacion ""inec""",76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
263,secretaria de educacion municipal de cartago,1959,"instituto nacional de educacion y capacitacion ""inec""",76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
264,secretaria de educacion distrito barranquilla,814,fundacion instituto ricardo manzur,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
265,secretaria de educacion municipal de cali,6726,corporacion iberoamericana de estudios - cies,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
266,secretaria de educacion municipal de neiva,4425,escuela de salud san pedro claver,41,huila,41001,neiva,privada,no,2.9275,-75.2875
267,secretaria de educacion municipal de manizales,6433,instituto de educacion kumon,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
268,secretaria de educacion municipal de pereira,2638,unitecnica ingecomputo s.a.s.,66,risaralda,66001,pereira,privada,si,4.8143,-75.6946
269,secretaria de educacion municipal de ibague,2803,escuela de salud san pedro claver,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
270,secretaria de educacion departamental choco,9624,"cajas de compensacion familiar del choco ""confachoco""",27,choco,27361,istmina,privada,no,5.1633,-76.6867
271,secretaria de educacion municipal de girardot,8680,corporacion educativa humanar,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
272,secretaria de educacion municipal de apartado,979,institucion educativa  ecosesa,5,antioquia,5045,apartado,privada,si,7.883,-76.6259
273,secretaria de educacion distrito bogota,9335,academia de idiomas smart,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
274,secretaria de educacion municipal de popayan,9166,corporacion universitaria autonoma del cauca,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
275,secretaria de educacion departamental bolivar,9231,esgryma,13,bolivar,13836,turbaco,privada,no,10.3319,-75.4142
276,secretaria de educacion departamental valle,8127,instituto edutecnica formacion para todos,76,valle del cauca,76248,el cerrito,privada,no,3.6855,-76.3137
277,secretaria de educacion distrito bogota,6774,centro de capacitacion y acondicionamiento y preparacion fisica ccapf,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
278,secretaria de educacion distrito santa marta,8113,estudios cambridge s.a.s.,47,magdalena,47001,santa marta,privada,no,11.2361,-74.2017
279,secretaria de educacion departamental cordoba,7059,"centro de estudios tecnicos ""ceprodent""",23,cordoba,23189,cienaga de oro,privada,no,8.875,-75.6211
280,secretaria de educacion departamental putumayo,7380,escuela de capacitacion petrolera,86,putumayo,86568,puerto asis,privada,no,0.5006,-76.4989
281,secretaria de educacion departamental tolima,7307,universidad cooperativa de colombia,73,tolima,73268,espinal,privada,no,4.1486,-74.8819
282,secretaria de educacion municipal de pereira,6114,nt instituto de ingles s.a.s.,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
283,secretaria de educacion departamental de antioquia,9416,escuela empresarial de educacion,5,antioquia,5490,necocli,privada,no,8.4258,-76.7839
284,secretaria de educacion departamental boyaca,9087,"instituto tecnico los andes ""iteandes s.a.s.""",15,boyaca,15469,moniquira,privada,no,5.8744,-73.5717
285,secretaria de educacion departamental bolivar,8932,centro de educacion para el trabajo y el desarrollo humano cedep - morales,13,bolivar,13473,morales,privada,no,2.7603,-76.6339
286,secretaria de educacion departamental bolivar,8932,centro de educacion para el trabajo y el desarrollo humano cedep - morales,13,bolivar,13473,morales,privada,no,8.2752,-73.8688
287,secretaria de educacion municipal de cali,4339,instituto tecnico nacional de comercio simon rodriguez,76,valle del cauca,76001,cali,oficial,no,3.44,-76.5197
288,secretaria de educacion distrito bogota,9618,centro de formacion bancaria y financiera de colombia,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
289,secretaria de educacion departamental la guajira,8236,"corporacion educativa del caribe  ""cedelca ""manaure-1",44,la guajira,44560,manaure,privada,no,11.775,-72.4444
290,secretaria de educacion distrito bogota,175,instituto de capacitacion a&m icam,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
291,secretaria de educacion municipal de manizales,1267,academia arte europeo,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
292,secretaria de educacion municipal de villavicencio,7417,soctrasuv s.a.s.,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
293,secretaria de educacion municipal de monteria,7946,corporacion para el emprendimiento y la innovacion social ceis,23,cordoba,23001,monteria,privada,no,8.76,-75.8856
294,secretaria de educacion distrito cartagena,2356,instituto tecnico de artes y oficios carl ros,13,bolivar,13001,cartagena,privada,si,10.4236,-75.5253
295,secretaria de educacion municipal de magangue,1809,instituto tecnico san martin,13,bolivar,13430,magangue,privada,si,9.2467,-74.7594
